inchikey,split
AEOPRKLLYCOWIZ-UHFFFAOYSA-N,val
AEPDUBSRUBYPPF-UHFFFAOYSA-N,train
AEPFNBDPODWKEH-UHFFFAOYSA-N,train
AEPOITNLAPHSGR-UHFFFAOYSA-N,train
AEQDJSLRWYMAQI-KRWDZBQOSA-N,train
AEQJLXICIKRMCT-IBGZPJMESA-N,train
AEQJSXYZDSSECD-OAQYLSRUSA-N,train
AEQMAVWTHJZYEX-UHFFFAOYSA-N,val
AEQOQTVQIUOOKP-UHFFFAOYSA-N,train
AEQRLIJNBCKCJO-UHFFFAOYSA-N,train
AERBGYMOICIFRM-MRXNPFEDSA-N,train
AERGSELXAOHCKG-UHFFFAOYSA-N,train
AERUYLXGFLTZIW-UHFFFAOYSA-N,train
AERWLNZHDGJKMO-MRXNPFEDSA-N,train
AESGZTWTUNMEFS-UHFFFAOYSA-N,train
AESPUDBVEVJROB-UHFFFAOYSA-N,train
AETAXDFDNBAHMD-UHFFFAOYSA-N,train
AETOGBQBDYPUPS-UHFFFAOYSA-N,val
AETOWBXHCYJPOG-UHFFFAOYSA-N,train
AETPCVIZXUUVIQ-KYJUHHDHSA-N,val
AEUDDHALUDWNEZ-UHFFFAOYSA-N,train
AEULIVPVIDOLIN-UHFFFAOYSA-N,train
AEULVFLPCJOBCE-UHFFFAOYSA-N,train
AEUPTFPGPNPFKY-UHFFFAOYSA-N,train
AEVLWBNAYZFMNY-UHFFFAOYSA-N,train
AEVNSJKXZWWEAI-JKIUYZKVSA-N,train
AEVSKGADWGWYLF-VXKWHMMOSA-N,train
AEVSTCDHIUJZNA-UHFFFAOYSA-N,train
AEWDJPKTAVMQBH-SFHVURJKSA-N,train
AEWGUDVDOUFPTB-QHCPKHFHSA-N,train
AEWHWKPGZKWULH-UHFFFAOYSA-N,train
AEWLPODVJHBAPQ-UHFFFAOYSA-N,train
AEWPIBYOYSOWAL-UHFFFAOYSA-N,train
AEWXDIJJSLVFGC-UHFFFAOYSA-N,train
AEXFOTSQBUVBKJ-PGRDOPGGSA-N,test
AEXGTOIVMLLERR-NBFUAULTSA-N,train
AEXHTGISYTXJPO-VWLOTQADSA-N,train
AEYFRZGFXCIRPL-UHFFFAOYSA-N,train
AEYHDWSUFFVKLS-RXFVIIJJSA-N,train
AEYLJTAIDDIOBA-UHFFFAOYSA-N,val
AEYPTUROGFRRAO-OSHKRJKKSA-N,train
AEYQFNIOBKLRKL-UHFFFAOYSA-N,val
AEYSTYZWRSZGKX-LLVKDONJSA-N,train
AEZMREWUYWLTQN-KZUDCZAMSA-N,train
AEZNBDUDPANFNW-UHFFFAOYSA-N,train
AEZTXQUOYDPDMM-RIBGEGAISA-N,val
AEZTZVXEQNZMAV-UHFFFAOYSA-N,train
AEZUIGRHDSRYGK-UHFFFAOYSA-N,test
AEZZFHCKFJGJGP-UHFFFAOYSA-N,val
AFAFFSSNAUKMNO-NYLDSWQDSA-N,train
AFAMVWBXPZJINL-JCNLHEQBSA-N,train
AFBGSNRISAOHKD-FUHWJXTLSA-N,val
AFBRBTWTGWGUPW-UHFFFAOYSA-N,train
AFCGJLOFEFGWOA-UHFFFAOYSA-N,train
AFCVUIXVCXCDPS-FQEVSTJZSA-N,train
AFDHKRHSWWMNFN-UHFFFAOYSA-N,train
AFDLQICELPDAMN-UHFFFAOYSA-N,test
AFDSGPNKWBGVCV-UHFFFAOYSA-N,train
AFDXRWONGGZRBQ-UHFFFAOYSA-N,train
AFECIUCRUIZUKP-UHFFFAOYSA-N,train
AFECYHQHVIVPNI-UHFFFAOYSA-N,train
AFEDBZIUBHABQS-UHFFFAOYSA-N,test
AFEDJHCIOFSNSO-UHFFFAOYSA-N,train
AFEDPWLAIPUKFZ-UHFFFAOYSA-N,train
AFEKOPZFJIDOQR-UHFFFAOYSA-N,train
AFFAHWOICGPNQJ-UHFFFAOYSA-N,train
AFGFYJJNRLVSLM-UHFFFAOYSA-N,test
AFGNZVNCHBBTQP-DEOSSOPVSA-N,train
AFHFZUPLWVRDMP-UHFFFAOYSA-N,train
AFHNMWQBLLGGSP-KBPBESRZSA-N,train
AFHOJMBCVQFAGV-UHFFFAOYSA-N,test
AFHOQQGQXAYFJR-PSWAGMNNSA-N,val
AFHVAMNNMGRKAY-UHFFFAOYSA-N,test
AFHXIAFLVQWNGJ-UHFFFAOYSA-N,train
AFIJTZLVCCKWKO-UHFFFAOYSA-N,train
AFILYMFIVVCTKT-UHFFFAOYSA-N,train
AFISYERGFLOUQT-FMIVXFBMSA-N,test
AFJDADLIMRSOLW-UHFFFAOYSA-N,train
AFJDPZQOARQRHU-UHFFFAOYSA-N,val
AFJNCGQVDPTGRN-UHFFFAOYSA-N,train
AFJXEHIRHUBJKQ-UHFFFAOYSA-N,train
AFKDEOHDIDNWJK-JOCHJYFZSA-N,train
AFKGLNWCCRQRMJ-HNNXBMFYSA-N,train
AFKIJCJUVRTHPD-UHFFFAOYSA-N,train
AFKKJZFFHJDMMZ-UHFFFAOYSA-N,train
AFKRYMMWFODFAD-UHFFFAOYSA-N,train
AFLBGAQHDSOPKA-UXHICEINSA-N,test
AFLBGAQHDSOPKA-VQTJNVASSA-N,val
AFLFKFHDSCQHOL-IZZDOVSWSA-N,train
AFLPEGLWHSPGNK-LJAQVGFWSA-N,test
AFLYNEOQVCMCBV-UHFFFAOYSA-N,train
AFMFMUZIPUTSGN-UHFFFAOYSA-N,train
AFMORLSZDSPEHE-UHFFFAOYSA-N,train
AFMRZNFQSKJEFO-GOSISDBHSA-N,train
AFMUUVLVLJLAEP-UHFFFAOYSA-N,test
AFNBVNVFQQHFDE-PMACEKPBSA-N,train
AFNDEYWFNPXTKJ-UHFFFAOYSA-N,val
AFNNYMZEMGROFW-UHFFFAOYSA-N,val
AFNVVBKBUOQYFZ-UHFFFAOYSA-N,train
AFNXATANNDIXLG-UHFFFAOYSA-N,val
AFOFCKBBOOXESI-UHFFFAOYSA-N,train
AFONZTUINGYUMY-UHFFFAOYSA-N,train
AFOOOKGSRGDTCL-UHFFFAOYSA-N,train
AFOUVNVDHQZVBK-RTBURBONSA-N,train
AFOVZMMYMRQZEY-UHFFFAOYSA-N,train
AFPBRBSIMHJPSB-GOSISDBHSA-N,val
AFPNEBYEAGGIPJ-INIZCTEOSA-N,train
AFPNEBYEAGGIPJ-MRXNPFEDSA-N,train
AFPNEBYEAGGIPJ-UHFFFAOYSA-N,train
AFPNZCBPMMKULG-UHFFFAOYSA-N,test
AFPXRCJVDFTWMT-PELRDEGISA-N,test
AFQALKXAMQITDQ-UHFFFAOYSA-N,train
AFQIAKAIRKBLKC-UHFFFAOYSA-N,train
AFQLFRQVPNTTHV-UHFFFAOYSA-N,train
AFQOGTWBJBEXPC-UHFFFAOYSA-N,train
AFQRQONIFUVVEI-UHFFFAOYSA-N,train
AFQYRTMZSCFCIZ-OWJBEEKMSA-N,train
AFSDRTXSPIZEMA-QAPCUYQASA-N,train
AFSHDEVCDVJTBX-IXCJQBJRSA-N,train
AFSNHUCXKASIMR-UHFFFAOYSA-N,train
AFSVVLXFQCZTLF-UHFFFAOYSA-N,val
AFTBNZZMNUUEFO-UHFFFAOYSA-N,train
AFTNBFPWLCGBFC-KRWDZBQOSA-N,train
AFTRDMOBKAMKFT-UHFFFAOYSA-N,train
AFTYGKFAHDIZJA-UHFFFAOYSA-N,test
AFUBCLLWIWQXNA-UHFFFAOYSA-N,train
AFUBTCYPFXSLLO-UHFFFAOYSA-N,train
AFUJBRCTPIZSNN-UHFFFAOYSA-N,test
AFUKXZCUAPKRSB-UHFFFAOYSA-N,train
AFUKYYCEJQNSBL-IYARVYRRSA-N,train
AFUOQOPEBBSLNV-UHFFFAOYSA-N,train
AFUPXNMNUBBUHZ-IBGZPJMESA-N,train
AFUSGRPTOLBVBL-QJOMJCCJSA-N,train
AFUSPINMWPWALI-UHFFFAOYSA-N,train
AFVGAHBUCVDPPI-UHFFFAOYSA-N,train
AFVIMMLJKNYLCQ-UHFFFAOYSA-N,train
AFWAVLNIGSUCHI-HNNXBMFYSA-N,train
AFWAVLNIGSUCHI-OAHLLOKOSA-N,train
AFWNSBPSWKYNBY-UHFFFAOYSA-N,train
AFWXNWOCZKLJCF-UHFFFAOYSA-N,train
AFWYYXKXLMISDO-UHFFFAOYSA-N,train
AFXVNMWMSXRKBE-QHCPKHFHSA-N,train
AFYFGCAEDGKSJG-UHFFFAOYSA-N,train
AFYGMVTVTLNALM-UHFFFAOYSA-N,train
AFYKJRQINKZASH-UHFFFAOYSA-N,train
AFYXROQLTFFXOK-UHFFFAOYSA-N,test
AFZIZZRKADLGAJ-KTKRTIGZSA-N,train
AFZKLKOFXUIXAC-UHFFFAOYSA-N,train
AGAAICLBZSPZIQ-UHFFFAOYSA-N,val
AGAHNABIDCTLHW-UHFFFAOYSA-N,train
AGATWFCSQRRDGY-UHFFFAOYSA-N,train
AGBIWTMALJDOQZ-VYAYZGMFSA-N,train
AGBQKNBQESQNJD-SSDOTTSWSA-N,train
AGBXUKHUCRHKSZ-UHFFFAOYSA-N,train
AGCCJFPZNFFNKB-UHFFFAOYSA-N,train
AGCDRDCNYZHHKS-UHFFFAOYSA-N,train
AGCJNWSEWOWGRS-DDDALXFXSA-N,train
AGCOSWIEKPMLEI-UHFFFAOYSA-N,test
AGEIBLLCZVGHLI-UHFFFAOYSA-N,test
AGEJZNKBSFIHNS-UHFFFAOYSA-N,train
AGEKYFHTUYMNNG-HNNXBMFYSA-N,train
AGELYORQPXWSGA-UHFFFAOYSA-N,train
AGEWCTYAIADDSL-IBGZPJMESA-N,train
AGFATOYGCIURQX-HSZRJFAPSA-N,train
AGFHASBQYOXYCC-UHFFFAOYSA-N,train
AGFIIERRTNLUMS-UHFFFAOYSA-N,train
AGFZTZOOZSHFHR-UHFFFAOYSA-N,train
AGGJJUDCDYBLHH-UHFFFAOYSA-N,train
AGGPXDBZCFBMHS-UHFFFAOYSA-N,test
AGHIDPFKKQQVGX-UHFFFAOYSA-N,train
AGHKEJJPPICBKN-UHFFFAOYSA-N,train
AGHLCJIFCYXCNC-OAQYLSRUSA-N,val
AGHMUFHIOBAQJX-DZIBYMRMSA-N,train
AGHOQYDPQAQJNL-RTBURBONSA-N,train
AGHTYLMQJBOVQI-UHFFFAOYSA-N,train
AGHWMRPFXCFHBW-UHFFFAOYSA-N,train
AGHZIEXSJDHZPW-NGZBDLKASA-N,train
AGIAKZIUEDYVAM-JNSBEWQRSA-N,val
AGJAKWSYLMETMB-UHFFFAOYSA-N,train
AGJJCLBOHJQGFA-ZQGJOIPISA-N,train
AGJONGDBGKWFFN-CQSZACIVSA-N,train
AGJUEHKKCLPMSY-UHFFFAOYSA-N,train
AGKSAEJJQWDEES-UHFFFAOYSA-N,train
AGLFCZURNSZZTB-UHFFFAOYSA-N,train
AGLFWLWKHCPRON-UHFFFAOYSA-N,train
AGLIYKWGUXHPPZ-UHFFFAOYSA-N,train
AGLUMPCTWBGTIY-UHFFFAOYSA-N,train
AGMAOBRIMMDVRX-UHFFFAOYSA-N,train
AGMGRCAUAZCHPG-UHFFFAOYSA-N,train
AGMMSVUIVBGERN-SJORKVTESA-N,test
AGMONRAPNWWEIA-UHFFFAOYSA-N,train
AGMUUBYEBVEYGU-HKUYNNGSSA-N,train
AGMUUBYEBVEYGU-NNBQYGFHSA-N,train
AGMWTWZTMQSDHF-UHFFFAOYSA-N,train
AGNNECORVWYOSN-UHFFFAOYSA-N,train
AGNPXYZDRLQCOR-UHFFFAOYSA-N,train
AGNQWSRFQIXLBD-UHFFFAOYSA-N,train
AGNXICFXNIUICK-MTDXEUNCSA-N,test
AGNXPCJOXZWVEM-UHFFFAOYSA-N,train
AGOJNUPIGRPSJZ-MHZLTWQESA-N,train
AGOONXNQGYHFDR-UHFFFAOYSA-N,train
AGOPIOMWLMAZHS-ICSRJNTNSA-N,train
AGOPIOMWLMAZHS-IJHRGXPZSA-N,test
AGOPIOMWLMAZHS-UYAOXDASSA-N,train
AGQFGIRGUYDNGC-UHFFFAOYSA-N,train
AGRJTCRVGVQVTB-DEOSSOPVSA-N,test
AGRKTWIASZYTNW-UHFFFAOYSA-N,test
AGRNNMWINKSEEL-NRFANRHFSA-N,train
AGRVNXQAHMJVIS-UHFFFAOYSA-N,train
AGRZDXRWPOUZPR-UHFFFAOYSA-N,train
AGSBBYWOIJYGFT-UHFFFAOYSA-N,test
AGSQIVREQKYTIA-HQARWESPSA-N,train
AGSYMKDDKMWSAN-UHFFFAOYSA-N,train
AGTBDYUKVYUOHD-UHFFFAOYSA-N,train
AGTOBZALEHSBGN-UHFFFAOYSA-N,train
AGTPOONMTANNPL-VOTSOKGWSA-N,test
AGTVJBXUHSXGSF-UHFFFAOYSA-N,train
AGUASHNUCSCZGU-UHFFFAOYSA-N,train
AGUIOVNIFLIHLU-UHFFFAOYSA-N,train
AGULTCXGHPKMCC-OAHLLOKOSA-N,train
AGUNHRMMKYCFLG-UHFFFAOYSA-N,train
AGUQPSPLYMXJEI-UHFFFAOYSA-N,train
AGUVNAJQOHNWNU-UHFFFAOYSA-N,train
AGUZAIMBKPZTGP-UHFFFAOYSA-N,train
AGVJHFPAJUYTNV-UHFFFAOYSA-N,train
AGVUHOUURHWRPO-MRXNPFEDSA-N,train
AGWBMRMDTWHPJM-BFUOFWGJSA-N,train
AGWBMRMDTWHPJM-DJJJIMSYSA-N,train
AGWBMRMDTWHPJM-ORAYPTAESA-N,train
AGWBMRMDTWHPJM-UHFFFAOYSA-N,train
AGWBMRMDTWHPJM-YJYMSZOUSA-N,train
AGXRHXCOACBRFK-SNVBAGLBSA-N,test
AGXULWYXDLGTBV-INIZCTEOSA-N,train
AGXYJGOJFCYJET-UHFFFAOYSA-N,train
AGYPJIVSNGSKON-UHFFFAOYSA-N,test
AGYRJOAGMDIFKL-UHFFFAOYSA-N,train
AGYWWJAKSWKVBH-UHFFFAOYSA-N,train
AGYXXIHBHOZKHJ-RXFVIIJJSA-N,train
AGYXYHWJLHZTCM-IRXDYDNUSA-N,train
AGZPZBJIQLGGOQ-UHFFFAOYSA-N,train
AGZVWXGMVQOACX-UHFFFAOYSA-N,test
AHAHQLJJHZPGFT-UHFFFAOYSA-N,train
AHAJHWAHRBXVFH-UHFFFAOYSA-N,train
AHAVAGXJMSMGRE-UHFFFAOYSA-N,train
AHBFRDFGJZRTEK-UHFFFAOYSA-N,train
AHBQEXAYASMAHF-HKBQPEDESA-N,val
AHCLBNDBOQTPGQ-HNNXBMFYSA-N,test
AHCLBNDBOQTPGQ-OAHLLOKOSA-N,train
AHDFVTJYNGXCEO-UHFFFAOYSA-N,train
AHDIGRGVUXUPBL-UHFFFAOYSA-N,test
AHDXGSMHSHDMKR-UHFFFAOYSA-N,train
AHECKEJZVOJBKG-UHFFFAOYSA-N,val
AHEGQNDGYVLQET-UHFFFAOYSA-N,train
AHEMMEONOCHONP-VORMQGSZSA-N,train
AHESZCJQRXKSPA-UHFFFAOYSA-N,test
AHFCBJUQSIQAMF-GOSISDBHSA-N,train
AHFCBJUQSIQAMF-SFHVURJKSA-N,train
AHFDWKXLJCGQHE-UHFFFAOYSA-N,train
AHFMYWWJZZPHBU-UHFFFAOYSA-N,train
AHFOPBCHPBMFCI-UHFFFAOYSA-N,train
AHFWIQIYAXSLBA-RQXATKFSSA-N,train
AHGBWEPIOHFJFC-UHFFFAOYSA-N,train
AHGDPOCVDLPDGR-UHFFFAOYSA-N,val
AHGPIPADZZLPDD-LHDMKDRZSA-N,val
AHHRDMWAAXCONK-QGZVFWFLSA-N,train
AHHRQHYRHDOEHS-UHFFFAOYSA-N,val
AHHYCPVOFHFVMK-FUBOCBINSA-N,train
AHIBLNIHLALZKU-UHFFFAOYSA-N,test
AHIJWSZQOHIMAS-UHFFFAOYSA-N,train
AHIOWTSQFILAEW-UHFFFAOYSA-N,test
AHJHJVULSVKBEA-KDURUIRLSA-N,test
AHJHJVULSVKBEA-WGSAOQKQSA-N,train
AHJRSKVOELIMOX-RVXWVPLUSA-N,train
AHKYADRRQAQSLQ-UHFFFAOYSA-N,test
AHKYKUFUNGWLGF-UHFFFAOYSA-N,val
AHLIOYKRAKANRB-PPPWDSHASA-N,train
AHLKYGXOMWXBQT-UHFFFAOYSA-N,train
AHLNGYPZYMUEFB-UHFFFAOYSA-N,train
AHMISODBMDDBSB-HOCLYGCPSA-N,test
AHMUCHHOZBSHJG-UHFFFAOYSA-N,val
AHNFXMBOWJVAPB-UHUGOGIASA-N,test
AHNGEGAQWSRCBH-UHFFFAOYSA-N,train
AHNGKAREGJBIKT-CYBMUJFWSA-N,train
AHNHARKFXMTSOO-UHFFFAOYSA-N,train
AHNTZNKPFIDJQY-UHFFFAOYSA-N,train
AHNWLQUKQWSLQT-UHFFFAOYSA-N,val
AHOJFMYEJUDGPC-UHFFFAOYSA-N,train
AHOJZWPBIHIALS-UHFFFAOYSA-N,train
AHOJZWPBIHIALS-VWLOTQADSA-N,test
AHONPWLSTJWLMC-UHFFFAOYSA-N,train
AHOQUNYTDVRQHT-UHFFFAOYSA-N,train
AHOUBRCZNHFOSL-RXMHWKDRSA-N,train
AHOUBRCZNHFOSL-YOEHRIQHSA-N,train
AHOUIMHHWJWBNV-UHFFFAOYSA-N,train
AHPPMJNZFROCCT-UHFFFAOYSA-N,train
AHQBICQSNYNSAM-UHFFFAOYSA-N,train
AHQPYHJCFNYNTJ-QFIPXVFZSA-N,train
AHQYTULCADSYLZ-UHFFFAOYSA-N,test
AHRFAYIIMKQRQN-UHFFFAOYSA-N,train
AHSFPZHWAFXABZ-GNZBLXBPSA-N,train
AHSHLCHRUOLDSB-VQHVLOKHSA-N,train
AHSLTJCTFBJCMT-CQSZACIVSA-N,train
AHSPCWCKKHRZAG-FDECNFLUSA-N,train
AHSWXYMNZRQFGL-UHFFFAOYSA-N,val
AHSYHYFTUKZLCI-HZCBDIJESA-N,train
AHSYHYFTUKZLCI-SZPZYZBQSA-N,train
AHTNCGGNVGSCNK-UHFFFAOYSA-N,val
AHTXWEHJMLNLGH-HDJSIYSDSA-N,train
AHTXWEHJMLNLGH-OKILXGFUSA-N,train
AHVALJRQHQNXRG-UHFFFAOYSA-N,train
AHVVCJSEQJZGNV-UHFFFAOYSA-N,train
AHWBQKARTYIOQF-UHFFFAOYSA-N,train
AHWHBOQIIOPNCM-PKNBQFBNSA-N,train
AHWOGVXLWKIELS-HNNXBMFYSA-N,train
AHWOGVXLWKIELS-OAHLLOKOSA-N,train
AHWOGVXLWKIELS-UHFFFAOYSA-N,train
AHXRAUZDJFQCSL-UHFFFAOYSA-N,train
AHXRMIUQZZTDFM-AWEZNQCLSA-N,train
AHYCCXUHFBQPPW-UHFFFAOYSA-N,test
AHYFVHIIOMCATP-UHFFFAOYSA-N,train
AHYHTSYNOHNUSH-UHFFFAOYSA-N,train
AHYOFXKEUHGSGN-UHFFFAOYSA-N,val
AHYUXDAZVIOABZ-UHFFFAOYSA-N,train
AHZAMYALIFSBPS-QXMHVHEDSA-N,train
AHZHKZBDSLBFFP-UHFFFAOYSA-N,train
AHZQKSCHGGUEEP-UHFFFAOYSA-N,test
AHZUHDSHQGQZRW-UHFFFAOYSA-N,val
AIAKFZWQGGMPFJ-UHFFFAOYSA-N,val
AIANAUPKJGDVRP-UHFFFAOYSA-N,train
AIANUXQFCFVFPF-UHFFFAOYSA-N,train
AIAQIHMLOXYLOD-UHFFFAOYSA-N,val
AIAWEAGMINBHLJ-ADAARDCZSA-N,test
AIAZZMTUCOEAPJ-JOCHJYFZSA-N,train
AIBJZSMLYKTKIK-UHFFFAOYSA-N,val
AIBOKCZKYWCPKJ-UHFFFAOYSA-N,train
AIBRFAMZYKHYOE-UHFFFAOYSA-N,train
AIBTZGIRNIYBBE-OWOJBTEDSA-N,val
AIBUAENDRJZVDK-UHFFFAOYSA-N,train
AIBXCIUCHSLECL-ADRQNKRLSA-N,train
AICCZSDNUXTSKR-UHFFFAOYSA-N,train
AICFPAVUBCPJDG-SAABIXHNSA-N,train
AICHVRUESJLOEC-UHFFFAOYSA-N,train
AICMELCBVMDBIX-UHFFFAOYSA-N,train
AICMEPHIKCWYDQ-GASCZTMLSA-N,train
AICMEPHIKCWYDQ-SHTZXODSSA-N,train
AICOOMRHRUFYCM-RAQALPRNSA-N,train
AICPYPMTMVSQBW-UHFFFAOYSA-N,train
AICWWSFUNVNYGQ-UHFFFAOYSA-N,train
AICYPNBSLOCCHN-UHFFFAOYSA-N,train
AIDMXXRYUDRZOV-UHFFFAOYSA-N,train
AIDTVWDAJAVXLC-AATRIKPKSA-N,train
AIEBIELPPOUNST-UHFFFAOYSA-N,train
AIEHHNWFVDMCGL-UHFFFAOYSA-N,val
AIEHUMVISDRBPD-UHFFFAOYSA-N,train
AIEKUSBFLBFTIU-MENSBAHOSA-N,train
AIEYTUOHPYHFSW-UHFFFAOYSA-N,train
AIFFHNCKAUEKKT-UHFFFAOYSA-N,train
AIFHWHSQHAFQTF-UHFFFAOYSA-N,val
AIFUFFXTSMKGKG-UHFFFAOYSA-N,test
AIFZEYXRSJHTOL-UHFFFAOYSA-N,train
AIGISFVXORKSSX-SAPNQHFASA-N,train
AIGRZFZXCXPCHG-UHFFFAOYSA-N,train
AIGSBZFJFSQVPD-UHFFFAOYSA-N,test
AIGSGJXYLHDMBA-UHFFFAOYSA-N,test
AIGXJUAWPJZXET-UHFFFAOYSA-N,train
AIGYAPPGIXCREG-XIKSMUEASA-N,val
AIGYSQMRSKIHTM-UHFFFAOYSA-N,train
AIHAKUBEGUDRMK-UHFFFAOYSA-N,train
AIHJWXVXFBJARD-OTYXRUKQSA-N,val
AIHPQERPNVZGJJ-UHFFFAOYSA-N,train
AIHREYCBCYOMLZ-UHFFFAOYSA-N,train
AIHXWVDPUNDPDT-NUABRCLCSA-N,train
AIIAEBLUYVRWCE-BETUJISGSA-N,train
AIIBJXVJEZDHSD-HNNXBMFYSA-N,train
AIIFSCQSZOCUOU-RUZDIDTESA-N,test
AIIKLMJLYXDANE-AWNIVKPZSA-N,train
AIIWJMPOAUNFLG-UHFFFAOYSA-N,train
AIIYAROLMUCDAD-LLVKDONJSA-N,train
AIIZGUNRDJPXHF-UHFFFAOYSA-N,train
AIJCIPNKOAOKBN-UHFFFAOYSA-N,train
AIJIQCBYMBZLJD-UHFFFAOYSA-N,train
AIJPBTAVKQHVKS-SQKWCZRTSA-N,train
AIJPTCVDEDYCCU-NVQRDWNXSA-N,train
AIKCGGJZJKSMHT-UHFFFAOYSA-N,test
AIKGYQDFIJRQIY-UHFFFAOYSA-N,test
AIKYCZDMJFKXLS-UHFFFAOYSA-N,train
AILCKNKUFNGVDY-SANMLTNESA-N,train
AILKVNMCCFEAQT-LBPRGKRZSA-N,train
AILPIHZZISVMTB-QEGZUFBXSA-N,train
AILRADAXUVEEIR-UHFFFAOYSA-N,train
AILRIPNANDKKQN-UHFFFAOYSA-N,train
AILSWWUTQDGMFN-JXMROGBWSA-N,train
AIMACRSLKYELDO-VWLOTQADSA-N,test
AIMDSAWCOUJHRC-AWEZNQCLSA-N,train
AIMHAFQTBGSBMF-UHFFFAOYSA-N,train
AIMHJXGSTIXRJW-SSDOTTSWSA-N,train
AIMHJXGSTIXRJW-ZETCQYMHSA-N,train
AIMKJRZZZYKDOX-UHFFFAOYSA-N,train
AINIBIDPBURRQT-FQEVSTJZSA-N,train
AIOIYFXDTRSDOY-UHFFFAOYSA-N,train
AIONOLUJZLIMTK-AWEZNQCLSA-N,train
AIOSZHDLBCMUEO-FXDAFLNFSA-N,val
AIPCKSDEKMJPDX-UHFFFAOYSA-N,train
AIPICQLHLRIESB-UHFFFAOYSA-N,train
AIPPGPLQRFIIHV-UHFFFAOYSA-N,test
AIPRPSWGJJAMMI-UHFFFAOYSA-N,train
AIPVMDNBQLPSHM-UHFFFAOYSA-N,train
AIPWVLBRWRJHSM-RMXRRHKQSA-N,train
AIQBYZOTCIQTGW-HXUWFJFHSA-N,test
AIQDEPYUQBAQFT-UHFFFAOYSA-N,train
AIQDZMUPVYDVLB-UHFFFAOYSA-N,test
AIQHYIJSFPXLAF-UHFFFAOYSA-N,train
AIRBVWFEAYREHQ-UHFFFAOYSA-N,train
AIRHMBDFGCQOLF-UHFFFAOYSA-N,train
AISIPTVVQKNVFI-GFMRDNFCSA-N,train
AISQZZOMEDBDQL-UHFFFAOYSA-N,train
AISRPRRMNYPGJX-UHFFFAOYSA-N,train
AISWQGLURAAAKE-UHFFFAOYSA-N,val
AITAJJAVEPMWPJ-UHFFFAOYSA-N,train
AITCUHKCFNGKEI-UHFFFAOYSA-N,train
AITYTJFCJFZHNA-UHFFFAOYSA-N,train
AIUCDYHYCNUTCD-UHFFFAOYSA-N,train
AIUWYNHLQJUSSJ-GOSISDBHSA-N,train
AIUXBXGPPYWHFP-GOSISDBHSA-N,train
AIVBMTJXLHCJTQ-UHFFFAOYSA-N,train
AIVHHDGITDNBKE-UHFFFAOYSA-N,train
AIVRNQLIHRYIBB-UHFFFAOYSA-N,train
AIWDYTKKZNTESF-UHFFFAOYSA-N,test
AIWJVLQNYNCDSL-UHFFFAOYSA-N,val
AIWMSFOWCBTMKC-UHFFFAOYSA-N,train
AIWNTZODSQLIEU-RDPSFJRHSA-N,test
AIWSGCWGBIMXOQ-UHFFFAOYSA-N,train
AIXAGVPEXKGMST-SFHVURJKSA-N,train
AIXVGZUOFPCOMV-IXCJQBJRSA-N,train
AIXVGZUOFPCOMV-XCZPVHLTSA-N,train
AIYAKMHAHYNWEB-UHFFFAOYSA-N,train
AIYCRHJZMXDRDI-UHFFFAOYSA-N,train
AIYDQDXALLSKFM-UHFFFAOYSA-N,train
AIYKVNCJQXICKY-UHFFFAOYSA-N,train
AIYPEEWHMFSHOC-UHFFFAOYSA-N,train
AIYQMTKHBDMYHQ-UHFFFAOYSA-N,val
AIYXNQFHSNZHDN-DNBSHOMUSA-N,train
AIZGIAFIDZOQAS-LBPRGKRZSA-N,train
AIZJPCNAKJGBKZ-UHFFFAOYSA-N,train
AIZRLMRCMYABCS-UHFFFAOYSA-N,train
AIZZLOYYBMQNTD-UHFFFAOYSA-N,train
AIZZNZJPGXQXCX-UHFFFAOYSA-N,train
AJADIMFRRRXJAI-UHFFFAOYSA-N,train
AJALRWKUIRQDLA-UHFFFAOYSA-N,train
AJAYMEAWIMWBDE-UHFFFAOYSA-N,train
AJBAXXZLRODFMW-YIIQLIBHSA-N,train
AJBBEYXFRYFVNM-UHFFFAOYSA-N,train
AJBIYXUNQZYBRC-UHFFFAOYSA-N,train
AJBLRWOAXVVXKH-OAQYLSRUSA-N,train
AJBUGMAZZKRSSI-UHFFFAOYSA-N,train
AJCBTMQLMBVUBO-UHFFFAOYSA-N,train
AJCPVYIKALUFSW-HWKANZROSA-N,train
AJDAZNXXSMAOOJ-UHFFFAOYSA-N,train
AJDIYNONBYMZIF-FQEVSTJZSA-N,train
AJEDXWCKIJCYQA-ZYOSVBKOSA-N,train
AJEFXTDXPAPHIB-VAVYLYDRSA-N,train
AJEMKTGHPQLPSM-UHFFFAOYSA-N,train
AJENGYPIQBYJOV-UHFFFAOYSA-N,train
AJEOSTRBVYLHFL-UHFFFAOYSA-N,test
AJEQJTPMMJPNLR-GHTZIAJQSA-N,train
AJEQJTPMMJPNLR-UHFFFAOYSA-N,train
AJESKKMIWNWSBT-UHFFFAOYSA-N,val
AJEYLRNBBYDSFE-DOMZBBRYSA-N,train
AJFRCYMRJNJFPE-IAGOWNOFSA-N,train
AJFRTQKNNQVPCL-JPGODEOUSA-N,val
AJGKMXXAHDHHEF-HTXNQAPBSA-N,val
AJGKSIDNLVRWTM-RVPKQNPDSA-N,train
AJGWZFROWJUKON-BMSJAHLVSA-N,train
AJGWZFROWJUKON-UHFFFAOYSA-N,train
