murcko_scaffold_mode,split_scaffold
O=C(N[C@H]1CC[C@H](CCN2CCO[C@@H](c3cccnc3)C2)CC1)c1cc2ccccc2[nH]1,train
O=C(N[C@H]1CC[C@@H](CCN2CCO[C@@H](c3cccnc3)C2)CC1)c1cc2ccccc2[nH]1,test
O=C(CCCn1nc(-c2ccc3ocnc3c2)c2cncnc21)OCc1[nH+]onc1-c1ccccc1,test
O=c1[nH]cc(Cc2ccc(N3CCC(NCCc4cccc(NS(=O)(=O)c5ccccc5)c4)CC3)cc2)s1,test
O=C1c2ccccc2CC1CC1CCN(Cc2ccccc2)CC1,train
C(COc1ccc(-c2ncon2)cc1)=C(c1ccccc1)c1ccccc1,test
c1ccc(OCc2nc3ccc(Oc4ccccc4)nc3[nH]2)cc1,train
c1ccc(Oc2ccccn2)cc1,train
O=C(CN1CCN(c2nnc(-c3ccccc3)c3ccccc23)CC1)Nc1ccccc1,train
O=C(C1CCCN1)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1,train
O=C(NCCN1CCCCC1)Nc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,val
O=C(N[C@H]1CC[C@H](CCNCc2cc3ccccc3o2)CC1)C1CC1,val
c1coc(-c2nc3cnc4ccccc4n3n2)c1,train
O=C(Nc1ccc(Oc2ccnc3ccccc23)cc1)C1(C(=O)NC2CC2)CC1,test
O=C(Nc1ccccc1)N(Cc1ccccc1)Cc1ccccc1,train
c1cncc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)c1,train
c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5ccccc5)nc43)CC2)cc1,train
O=C(Nc1cccc(Nc2nccc(-c3cncc(-c4ccno4)c3)n2)c1)c1ccc(CN2CCNCC2)cc1,train
O=C(NCCCCN1CCN(c2ccccc2)CC1)c1cn2ccccc2n1,train
c1ccc(Cc2cc3c(c([C@H]4CCCCO4)c2)OCO3)cc1,train
O=C(Nc1cncc(-c2cc3[nH]cnc3c(N3CCOCC3)n2)c1)c1ccncc1,train
c1ccc2c(c1)ncn1nc([C@@H]3CCCN(CCC4CC4)C3)nc21,train
c1ccc(-c2cnc3cc(-c4ncccn4)ccn23)cc1,train
O=C1NN=C(c2cnns2)C1=Cc1c[nH]c2ccccc12,train
c1ccc2c(c1)ncn1nc(C3CCCN(c4cn[nH]c4)C3)nc21,train
O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2ccccc2o1,train
O=C(Nc1ccccc1)Nc1ccc(CCNCCCOc2ccccc2)cc1,train
O=C1NCc2cccc(Oc3ccc(Nc4ncnc5cc[nH]c45)cc3)c21,test
O=C(NCCCN1CCN(c2ccccc2)CC1)NN(Cc1ccccc1)c1ccccc1,train
O=C(Nc1ccccc1)Nc1ccc(-c2cnc(Nc3cc(N4CCNCC4)ncn3)s2)cc1,train
O=C(Nc1ccccc1)Nc1ccc(-c2csc3c(-c4cn[nH]c4)cncc23)cc1,train
O=C(Nc1ccc(Oc2ccnc(-c3cn[nH]c3)c2)cn1)N1CCN(c2ccccc2)C1=O,val
O=C(NN1c2ccccc2N=C(N2CCNCC2)c2ccccc21)c1ccccc1,train
O=C(CCCc1ccccc1)NC1(c2nc3ccccc3s2)CCS(=O)(=O)CC1,train
c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1,train
c1cc2c(cc1Cc1cc3c(c([C@H]4CCCCO4)c1)OCC3)SCCO2,test
O=C1C=C2Oc3c(C(=O)NCc4cccc5ccccc45)cccc3C2C(=O)C1,train
c1cncc(Nc2ncc(N3CCNCC3)cc2-c2ncnc3[nH]cnc23)c1,test
O=C(NNc1ccccc1)c1ccccc1C(=O)c1ccc2[nH]cnc2c1,test
c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,train
c1cc2cc(COc3ccc(CCc4nn[nH]n4)cc3)ccc2s1,train
O=C(Nc1cn[nH]c1)c1cccc(-c2ccc3cc(NC(=O)C4CC4)ncc3c2)c1,test
O=c1n(Cc2ccccc2)c2ccccc2n1-c1noc2ccccc12,train
c1ccc(-c2[nH]c3ncccc3c2-c2ccncc2)cc1,train
O=C(Nc1cc(C2CC2)n[nH]1)n1ccc2cc(Oc3ncnc4c3CNC4)ccc21,train
O=C(CC1CCC(NS(=O)(=O)c2ccccc2)CC1)N1CCCC1,train
c1ccc(-c2ccnc(-c3ccccc3)c2)cc1,train
C(#Cc1cncnc1N1CCCCC1)c1cccnc1,train
c1ccc(-c2ccc3nc(Nc4cc[nH]n4)c(-c4ncncn4)n3c2)cc1,train
c1cnc2ccc(-c3nccnc3-n3cccn3)cc2c1,train
O=C(CN1CCN(Cc2ccccc2)CC1)N/N=C/c1ccccc1,train
C(#Cc1cncnc1-c1ccccc1)c1cccnc1,train
c1ccc(C(CNc2nc(NCCN3CCCCC3)nc3c2ncn3[C@H]2CCCO2)c2ccccc2)cc1,train
O=C(CN1CCNCC1)Nc1cc(-n2cccn2)nc(-c2ccco2)n1,train
c1ccc(N2CCN(CCCCc3cn(-c4ccccc4)nn3)CC2)cc1,train
O=C(NCc1ccccc1)c1ccc2c(ccn2Cc2ccccc2-c2ccccc2)c1,train
O=c1[nH]c2ccccc2n1C1CCN(CCCCc2c[nH]c3ccccc23)CC1,val
O=C1c2ccccc2C(=O)N1[C@H]1CC[C@H](CCN2CCc3ccccc3CC2)CC1,train
O=C(NC(=S)NCCOCCNCc1ccccc1)c1ccccc1,train
c1ccc(-c2c(CN3CCOCC3)nc3sccn23)cc1,train
O=C(Cc1ccccc1)N1CCC(CC(=O)N2CC[C@@H]3C[C@@H]32)CC1,train
O=C(c1ccccc1)n1cc(Cc2ccccc2)c2ccccc21,train
c1ccc(Nc2ncnc3cc(O[C@@H]4CCOC4)c(OC4CCNCC4)cc23)cc1,train
c1ccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(OC4CCNCC4)cc23)cc1,train
c1ccc(Sc2cc3cncnc3s2)cc1,train
c1ccc(Nc2nccc(-n3ncc4ccccc43)n2)cc1,train
O=C(NCc1ccccc1)c1ccc2c(ccn2Cc2ccc(-c3ccccc3)cc2)c1,train
C(=C/c1cc(/C=C/c2ccccc2)cc(/C=C/c2ccccc2)c1)\COc1ccccc1,train
c1ccc(CN2CCC([C@H]3CCc4ccc(CC5CC5)cc4O3)CC2)cc1,test
C1=C[C@H]2C[C@@H]1C[C@@H]2Nc1ccnc2[nH]c(-c3ccc(N4CCC(N5CCOCC5)CC4)cc3)nc12,val
c1ccc(CCCCOCCCCCCNCCc2ccccc2)cc1,train
O=C(Nc1nc2ccccc2s1)C1CCC(NS(=O)(=O)c2ccccc2)CC1,val
O=C(Nc1ccccc1)C1(C(=O)Nc2ccc(Oc3ncnn4cccc34)cc2)CC1,train
O=C(/C=C/CN1CCCCC1)Nc1ccc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1,train
c1ccc(Oc2cncc(Nc3ccc(N4CCNCC4)cc3)n2)cc1,train
c1ccc(Nc2nnc(-c3ccccc3)c3ccccc23)cc1,train
c1ccc(COc2cccc(-c3cn([C@H]4C[C@@H](CN5CCC5)C4)c4ncncc34)c2)cc1,train
c1cnc2c(c1)CN(CCc1nc3c4ccc5c(c4ncn3n1)OCO5)C2,train
O=C(Nc1ccccc1)c1cnc(N2CCCC2)c(-c2cccnc2)c1,train
c1ccc(-c2ccc3cnc(Nc4ccc(N5CCNCC5)cc4)nn23)cc1,train
S=c1[nH]c2ccc(CCCN3CCN(c4ccccc4)CC3)cc2[nH]1,train
O=C(NCCC[C@H]1C[C@H](Cc2ccccc2)CCN1)Nc1ccccc1,train
C(=C/c1cc2n(n1)CCOC2)\c1cccc(-c2nn([C@H]3CCNC3)cc2-c2ccncc2)c1,test
O=C(Nc1ccccc1)Nc1ccc(-c2ccns2)cc1,test
O=S1(=O)c2ccccc2CN1c1cccc(Oc2ccccc2)c1,train
O=C(Nc1cccc(Nc2ncnc3ccccc23)c1)c1ccccc1,train
c1ccc(-c2nc(Nc3cc[nH]n3)c3ccccc3n2)cc1,train
c1ccc(-c2nc(NCCCCN3CCN(c4ccccc4)CC3)no2)cc1,test
O=C1c2ccccc2CC1C=CCC1CCNCC1,val
c1ccc(-c2cn3c(-c4ccccc4)ccnc3n2)cc1,train
O=C1N(c2ccccc2)Cc2cnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)nc2N1[C@H]1CCNC1,train
c1ccc(NCc2cnc(-c3ccccc3)s2)cc1,train
C(=N/Nc1ncc2ncn([C@H]3CCCO3)c2n1)\c1ccccc1,train
c1cncc(CCCOc2nccc(-c3ccc4ncsc4c3)n2)c1,val
O=C(CCC1CCNCC1)c1ccccc1,train
O=C(Nc1ccccc1)c1cc(-c2cccnn2)c2[nH]cnc2c1,train
O=C1C=CCC1,train
O=C(NCCNCCCOc1ccc(OCCOC2CCCC2)cc1)Nc1ccccc1,train
c1ccc(-n2cc(-c3cncnc3)c3nc(NC4CCNCC4)ccc32)cc1,test
O=C(Nc1cncc(-c2cc(N3CCOCC3)[nH]c(=O)c2)c1)c1ccncc1,train
C=C(Cc1ccccc1)CN1CCN(CCOC(c2ccccc2)c2ccccc2)CC1,train
O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ccccc2)CC1,train
c1cc(Oc2ccc3[nH]c(NCC4CCCCC4)nc3c2)ccn1,test
O=C1CCc2ccc(OCc3cccc(-c4ccccc4)c3)cc21,train
O=C(CCN1CCN(c2ccccc2)CC1)NCn1ncc2ccccc2c1=O,train
O=C(COc1ccccc1)Nc1nc2n[nH]cc2c2nc(-c3ccco3)nn12,train
O=S(=O)(c1cccc2ncccc12)N1CCC(CCN2CCN(c3ccccc3)CC2)CC1,train
c1ccc(Oc2ncnc3ccccc23)cc1,train
c1ccc(Oc2ccccc2N2CCC3(CC2)CNCCO3)cc1,train
c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)[nH]4)CC32)cc1,train
O=C1C=CCC2CCC3Oc4cc(-c5ccccc5)oc(=O)c4CC3C12,train
c1ccc(Nc2ncnc3cc(OCC4CNCCO4)ccc23)cc1,train
O=C(NCCCCN1CCN(c2ccccc2)CC1)c1cnc2ccccc2c1,train
c1nc(NC2CC3CCC2C3)c2ncn([C@H]3CCCO3)c2n1,train
O=C(Nc1ccc(-c2cc(NC(=O)c3ccc(CN4CCNCC4)cc3)[nH]n2)cc1)Nc1ccon1,val
O=S(=O)(Cc1nc(-c2cccc3[nH]ccc23)nc2c1OC[C@@H]1COCCN21)C1CC1,val
O=S(=O)(Cc1nc(-c2cccc3[nH]ccc23)nc2c1OCC1COCCN21)C1CC1,val
c1ccc(Nc2nccc(-c3c[nH]c4ccccc34)n2)cc1,train
c1ccc(Nc2ncnc3cc(NCCCN4CCNCC4)ncc23)cc1,train
O=C(c1ccc(-c2ncncc2C#Cc2cccnc2)cc1)N1CCNCC1,train
c1ccc2c(c1)C[C@H]1c3ccccc3CCN1C2,train
O=C1OCc2cc(CCN3CCC4(CC3)CCN(c3ccc(=O)[nH]n3)C4=O)ccc21,train
O=C1N(c2ccn3ncc(-c4ccc(-c5nc[nH]n5)cc4)c3n2)CCN1C1CCNCC1,train
O=C1C(c2ccccc2)=COC12CCN(Cc1ccno1)CC2,val
c1ccc(CCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1,train
c1ccc(-c2cnc3cc(-c4cccnn4)ccn23)cc1,train
c1ccc2c(c1)C[C@H]1NCCc3cccc-2c31,train
c1ccc(COc2ccc(Nc3ncnc4ccc(-c5ccco5)cc34)cc2)cc1,train
c1ccc(CNC[C@H]2CCc3ccc4[nH]ccc4c3O2)cc1,train
O=C(Nc1ccccc1)Nc1ccc(C2CNc3c4ccccc4nc(=O)n3C2)cc1,train
c1ccc(-c2nc(CCOc3cccc(CC4CCCNC4)c3)co2)cc1,train
O=C(Nc1cncc(-c2cnc(OC3CNC3)c(N3CCOCC3)c2)c1)c1ccccc1,train
O=C(Nc1ccccc1)c1c[nH]c2ccccc12,val
O=C(c1nc(NCc2ccccc2)nc2ccsc12)N1CCC1,train
c1ccc(CCCCn2cc(CCNCCCOc3ccccc3)nn2)cc1,val
c1ccc2c(c1)CCC21CCN(CCCSc2nnc(-c3cncs3)[nH]2)C1,train
O=C1NCc2c1c1c(c3[nH]c4ccc(Nc5ncccn5)cc4c23)CCc2n[nH]cc2-1,train
c1ccc(CCCn2ncc3c2ncn2nc(-c4ccco4)nc32)cc1,train
O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc(N2CCN(CCCCc3c[nH]c4ccccc34)CC2)cc1,train
O=C(Nc1nc2cc(C3CCNCC3)ccc2[nH]1)c1ccnc(-c2cnn3cccnc23)c1,train
c1ccc2c(c1)ccn2C1CCN(C2CCCCC2)CC1,train
O=C(Nc1ccc(-c2nc(N3CCOCC3)nc3c2C(=O)NCCO3)cc1)Nc1ccccn1,train
c1ccc(CSc2nnc(-c3ccccc3)o2)cc1,train
S=C(Nc1ccccc1)Nc1ccc(Oc2ccncn2)cc1,train
c1ccc2c(C3CC3)cccc2c1,train
O=C1COc2ccc(-c3cncc(NS(=O)(=O)c4ccccc4)c3)cc2N1,train
c1ccc([C@]23C[C@H]2CN(CCCSc2nnc(-c4cnccn4)[nH]2)C3)cc1,test
O=C(CN[C@H]1[C@@H]2CN(c3ccccn3)C[C@@H]21)N1CCCC1,train
c1ccc(-c2nn[nH]n2)c(-c2ccc3c(c2)CC[C@@H]3n2cnc3cccnc32)c1,train
c1cc2c(cc1Cc1cc3c(c([C@H]4CCCCO4)c1)CCC3)OCCO2,train
O=C(c1ccccc1)N1CCNCC1,val
c1cc(N2CCC2)c2cnc(Nc3ccnc(N4CCCCC4)n3)cc2c1,train
O=C(Nc1nc(-c2ccccc2)c(C(=O)c2cccnc2)s1)c1ccco1,val
O=C(CCCc1ccccc1)N1CCc2[nH]cnc2C1,train
O=C(Nc1nc2ccc(-c3ccccc3)cc2s1)C1CC1,train
O=S(=O)(Nc1nccs1)c1ccc(NC(=S)Nc2ccc3ncnc(Nc4ccccc4)c3c2)cc1,train
C1=C(C(Nc2ccc3nccc(NCc4ccccc4)c3c2)c2cncs2)NNN1C1CC1,val
c1ccc(-c2nc(N3CCOCC3)c3ncccc3n2)cc1,train
c1ccc(CSC2=NCCS2)cc1,test
O=C(Nc1c[nH]c(=O)c(-c2ccnc(N3CCOCC3)c2)c1)c1ccccc1,val
O=C(CCc1ccccc1)NCCc1ccccc1,train
c1cc2c(cc1C1CC1)CCC2,val
O=C(Nc1ccc(-c2nc(N3CC4CCC(C3)O4)nc3c2C(=O)NCCO3)cc1)Nc1cccnc1,train
O=C(Nc1ccc(-c2nccc(N3CCOCC3)n2)cc1)Nc1ccc(N2CCOCC2)cc1,train
c1ccc(COc2cccc(N3CCN(Cc4nc5ccccc5n4Cc4cocn4)CC3)n2)cc1,train
O=S1(=O)c2cccc3cccc(c23)N1CCCCCCN1CCN(c2ccccc2)CC1,train
C1=NC(C2CCOCC2)c2nc(N3CCOCC3)nc(-c3ccccc3)c21,test
O=C(NCc1ccccc1)c1cnc(-c2ccccc2)s1,train
c1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,train
c1ccc(CCc2nc3ccccc3n2Cc2ccccc2)cc1,train
O=C(CC1CCN(c2ncncc2C#Cc2cccnc2)CC1)N1CCOCC1,test
O=C(Nc1cc2ccccc2cn1)C1CC1,train
N=C(COc1ccccc1OC1CNC1)c1ccccc1,train
O=C(Nc1ccc(-c2nc(N3C4CCC3COC4)nc3c2C(=O)NCCO3)cc1)Nc1ccccn1,train
c1ccc(-c2cn3ccccc3n2)cc1,train
O=C(NCCCNc1c2c(nc3ccccc13)CCCC2)Oc1ccc2[nH]ccc2c1,test
O=C1N(c2ccccc2)Cc2cnc(Nc3ccc(N4CCNCC4)cc3)nc2N1[C@H]1CCNC1,train
O=C(Nc1ccccc1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1,train
c1ccc(Nc2ncnc3cc(OC[C@@H]4CN5CCC[C@H]5CO4)ccc23)cc1,train
O=S1(=O)CCC(COc2ccc(-c3cccc(CNc4ccccc4)c3)cc2)CC1,test
O=C(Nc1nc2cc(CN3CCOCC3)ccc2n1C1CCCCC1)c1ccnc(-c2cccnc2)c1,val
O=C(Nc1cccc(OCCN2CCOCC2)c1)Nc1cccc(-c2ccccc2)c1,test
O=c1[nH]c(=O)c2[nH]c(-c3ccccc3)cc2[nH]1,train
c1ccc(Nc2ccnc(Nc3ccc(N4CCC(N5CCNCC5)CC4)cc3)n2)cc1,train
O=S(=O)(Nc1cncc(-c2ccc3ncsc3c2)c1)c1ccccc1,train
O=C(/C=C/c1ccc(-c2ccccc2)cc1)OCCn1ccnc1,test
c1ccc(OCc2nc3ccc(Oc4ccccn4)cc3[nH]2)cc1,train
c1ccc(-c2nc(CCOc3ccc(CC4CC4)cn3)co2)cc1,val
c1ccc(CCn2ncc3c2ncn2nc(-c4ccco4)nc32)cc1,train
c1ccc(OCc2cnc(-c3ccccc3)s2)cc1,train
O=C(Nc1cccc(-c2ccnc(C3CCOCC3)c2)c1)c1ccncc1,train
C1=C(C2=Nc3ccccc3Nc3ccccc32)CCNC1,train
c1ncc2nc[nH]c2n1,train
c1cc2c(Oc3ccc4[nH]ccc4c3)ncnn2c1,train
O=C(C=Cc1c[nH]c2ccccc12)NCCCCN1CCc2ccccc2C1,train
c1ccc(C2(c3ccccc3)O[C@H]([C@H]3CCC[NH2+]3)CS2)cc1,test
c1ccc(C2(c3ccccc3)O[C@@H]([C@@H]3CCC[NH2+]3)CS2)cc1,val
O=C(/C=C/c1ccccc1)c1ccccc1,train
O=C(N1CCOCC1)C1(N2C=C([C@@H](Nc3ccc4ncccc4c3)c3cccnc3)NN2)CC1,test
O=C(Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)cc2cn[nH]c12)C1CC1,train
O=S(=O)(c1ccccc1)N1CCN(c2nccc(-c3ccccc3)n2)CC1,train
O=c1c(-c2ccccc2)cnc(N2CCCCC2)n1Cc1ccccc1,train
O=S(=O)(Cc1ccccc1)NCc1cccc(OCCc2coc(-c3ccccc3)n2)c1,test
O=C(NCc1cccc(-c2ccc3c(N4CCOCC4)nc(N4CCOCC4)nc3n2)c1)C1CCC1,train
O=C(Nc1ccccn1)c1cccc2cc(Oc3ccnc4ccccc34)ccc12,val
c1ccc2cc(SCc3ncnc(N4CCNCC4)n3)ccc2c1,val
c1ccc(CSC(Cn2ccnc2)c2ccccc2)cc1,val
O=C(c1ccc(-c2ncncc2C#Cc2cccnc2)cc1)N1CCCCC1,train
O=C(CN1CCN(C(=O)c2ccccc2)CC1)N1CCN(CCCc2c[nH]c3ccccc23)CC1,train
c1coc(-c2nc3c4cnn(CCCc5ccc6c(c5)OCO6)c4ncn3n2)c1,train
c1ccc([C@]23CCNC[C@@]2(Cn2cccc2)C3)cc1,train
O=C(Nc1cc(C2CC2)on1)n1ccc2cc(Oc3ncnc4c3CCNC4)ccc21,train
O=S1(=O)CCN(c2cn[nH]c2)C[C@@H]1c1nc2c3ccccc3ncn2n1,val
c1ccc(-c2ccccc2)cc1,train
c1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)nc1,test
O=C(CCc1ccc(-c2cccc(-n3cnnn3)c2)cc1)N1CCCC1,test
O=C(Nc1cc(C2CC2)on1)n1ccc2cc(Oc3ncnc4c3CNC4)ccc21,train
O=C(c1ccccc1)c1ccccc1OCCCOc1ccccc1,train
c1ccc(-c2cccc3cnc(Nc4ccc(N5CCNCC5)cc4)nc23)cc1,train
O=C1NC(Cc2cc[nH+]cc2)c2ncnc(-c3ccco3)c21,train
c1ccc2c(c1)CCCN2,train
c1ccc(-c2cccc3c2CC[C@H]3Nc2cnc(C3CC3)cn2)cc1,train
c1ccc2c(c1)N[C@H]1NCCC21,train
O=C(CO[C@@H](Cc1ccc2ccccc2c1)c1ccccc1)Nc1ccccc1,train
O=C(Cc1ccccc1)Nc1nc2n[nH]cc2c2nc(-c3ccco3)nn12,train
c1ccc2c(-c3ccnc(Nc4ccc(OCCCCn5ccnc5)cc4)n3)c[nH]c2c1,val
c1ccc(Nc2nc(Nc3ccc(C4CCNCC4)cc3)nc3n[nH]cc23)cc1,train
c1ccc(-c2nc3c(c(N4CCOCC4)n2)CN(c2cnccn2)CC3)cc1,train
c1ccc(Nc2ncnc3ccc(NC4CNC4)cc23)cc1,train
c1ccc(CCNCCCNCCOC(c2ccccc2)c2ccccc2)cc1,test
c1ccc(-c2ccnc3ccccc23)cc1,train
O=C(Cc1ccc2ccccc2c1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,test
O=C(Nc1cccc(-c2c[nH]c(=O)c(N3CCOCC3)c2)c1)c1ccccc1,train
O=C(Nc1cccc(-c2cc(-c3cc[nH]c(=O)c3)nc(N3CCOCC3)c2)c1)N1CCCC1,train
O=C(N/N=C(/Cn1ccnc1)c1ccccc1)c1ccccc1,train
c1ccc2cc(Nc3ccnc(Nc4ccc(N5CCC6(CC5)CNC6)cc4)n3)ccc2c1,train
c1ccc(-c2cn(-c3ccccc3)c3ncncc23)cc1,train
c1ccc(Nc2nccc3ccccc23)cc1,train
c1ccc(CCNCCOc2ccccc2)cc1,train
c1ccc(Oc2ncc(-c3cncc(NC4CNC4)c3)cn2)cc1,train
O=c1[nH]cc(Cc2ccccc2)s1,train
c1ccc(Cn2cc(COc3ccc4c(Nc5ccccc5)ncnc4c3)nn2)cc1,train
c1ccc(CCNCCNc2cccc(-c3ccccc3)c2)cc1,train
c1ccc2c(c1)CCCC21CCN(CCCSc2nnc(-c3cnco3)[nH]2)C1,train
O=S(=O)(NC1CCN(CCOc2ccccc2)C1)c1cccs1,train
C(#Cc1ccc2ncnc(Nc3ccccc3)c2c1)c1ccccc1,train
c1ccc(NCC2CNCCN2c2ccccc2)cc1,test
c1ccc(CN2CCC(CCSc3ccc(-c4ccccc4)nn3)CC2)cc1,val
O=C(C1CCCN1)N1CCCC1,train
C1CSSC1,train
C(#Cc1ccncc1)CN(c1ccccc1)c1ccc2ncc(-c3cn[nH]c3)nc2c1,train
O=C(Nc1cccc(-c2cncc(C3COC3)c2)c1)c1ccncc1,train
c1ccc(CC(c2ccccc2)N2CCNCC2)cc1,train
c1ccc(-c2cnc3cc(-c4ccnnc4)ccn23)cc1,test
c1cnc2cc(-c3n[nH]c4ncncc34)ccc2n1,test
O=S(=O)(Nc1cncc(-c2cnc3ncncc3c2)c1)c1cccs1,train
c1ccc(Nc2ncnc3cc(O[C@H]4CCOC4)ccc23)cc1,train
O=C(NCCCCNc1c2c(nc3ccccc13)CCCC2)C1CCc2ccccc2O1,train
O=C(Nc1cccc(-c2cc(-c3ccncc3)nc(N3CCOCC3)c2)c1)N1CCCC1,train
O=C(Nc1ccccc1)Nc1ccc(Oc2ccnc(-c3cc(C(=O)N4CCCCC4)c[nH]3)c2)cc1,train
O=C(Cc1ccc(-n2c3c(c4ncncc42)CCC3)cc1)Nc1ccccc1,train
C(#Cc1ccc(Oc2ccccc2)cc1)CCN1CCOCC1,train
c1coc(-c2nc3c4c[nH]nc4nc(N4CCNCC4)n3n2)c1,train
O=C(Nc1ccccc1)c1scnc1CCc1ccncc1,train
c1coc(COc2ccccc2CC2CNC2)c1,test
O=C(Nc1ccccc1)Nc1cccc(-c2cccc3[nH]ncc23)c1,train
O=c1[nH]c2nc(N3CCCCC3)[nH]c2c(=O)n1Cc1nc(-c2ccccc2)c2ccccc2n1,val
O=C(CCCC(=O)N1CCc2c1ccc1ccccc21)N1CCc2c1ccc1ccccc21,train
O=C(Oc1ccc(C2NCCc3c2[nH]c2ccccc32)cc1)c1ccccc1,train
O=C1CC2C(CC[C@@H]2CNCc2ccccc2)[C@@H]2CC[C@H]3C4CSC=N[C@H]4CC[C@@]34C[C@@]124,train
C=C1CN2[C@@H]3C[C@@]45c6ccccc6N[C@]4(O3)[C@@H]2C[C@@H]1C5COC(=O)/C=C/c1ccccc1,val
O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)CCN2,train
c1ccc2cc(Cc3cccc([C@H]4CCCCO4)c3)cc-2cc1,train
O=C(COc1ccccc1)Nc1cc(-c2nccs2)nc(-c2ccco2)n1,train
O=C(Cc1ccccc1)Nc1cc(-n2cccn2)nc(-c2ccccn2)n1,train
O=C(Nc1nc2ccccc2s1)C1CCCC1,train
c1ccc(COc2ccccc2OC2CNC2)cc1,train
O=C1Nc2ccccc2Oc2ccc(-c3ccccc3)cc21,train
c1ccc2c(-c3cnc4cc(-c5ccc(N6CCNCC6)cc5)ccn34)ccnc2c1,train
c1ccc(O[C@@H]2CCc3ccccc32)nc1,test
c1cc(-c2ccc(-c3cc(N4CCOCC4)nc(N4CCOCC4)n3)o2)ccn1,train
O=C(Nc1ccccc1)Oc1ccc2c(c1)C1CCN[C@@H]1N2,train
O=C(Nc1ccccc1)Oc1ccc2c(c1)C1CCNC1N2,train
c1ccc(N2CCN(Cc3cn4ncccc4n3)CC2)cc1,train
O=C(c1ccc(-c2ncncc2C#Cc2cccnc2)cc1)N1CCN(CC2CCCO2)CC1,train
O=C(CNCC1CCCN1)N1CCCC1,train
c1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,train
O=c1[nH]cc(Cc2ccc(OCCON=Cc3cccc(-c4ccccc4)c3)cc2)s1,test
O=c1[nH]c(=O)c2c(-c3ccccc3)ccnc2[nH]1,train
O=C(NC1CCCCC1)N1CCC(Nc2ccc(CCNCCCOc3ccccc3)cc2)CC1,train
O=S(=O)(Nc1cccc(-c2ccccc2)c1)c1ccccc1,train
O=C(Nc1ccccc1)Oc1ccc2c(c1)C1CCO[C@@H]1N2,train
O=C(Nc1ccccc1)Oc1ccc2c(c1)C1CCOC1N2,test
O=C(Nc1ccccc1)Oc1ccc2c(c1)C1CCO[C@H]1N2,train
O=C1COc2c(CCNCCc3ccccc3)cccc2N1,train
O=C(Cc1ccccn1)Nc1ccc(CCNCCCOc2cccc3[nH]c4ccccc4c23)cc1,test
c1ccc(OCc2ccc(COc3ccc4ccsc4c3)cc2)cc1,test
c1cc(CC2CC2)cc(OCc2cnc(-c3ccncc3)cn2)c1,train
O=C1c2ccc(CNN3CCNCC3)cc2-c2ncnc(-c3ccccc3)c21,train
c1ccc(Cc2cc3c(Nc4ccccc4)ncnc3[nH]2)cc1,train
O=C1C=C(OCc2ccco2)C(=O)C=C1Nc1ncnc2cc(OCCCN3CCCC3)ccc12,test
c1ccc([C@H]2C[C@@H]2COc2cccc(CC3CC3)c2)cc1,train
O=C(Nc1ccccc1)Nc1ccc(Oc2ccnc(-c3ncc[nH]3)c2)cc1,train
O=c1nc(-c2ccccc2-c2ccc(Cn3cnccc3=O)cc2)[nH]o1,train
O=C(NCc1ccccc1)c1ncnc(-c2ccco2)n1,train
O=C(/C=C/N1CCOCC1)Nc1ccc2ncnc(Nc3ccccc3)c2c1,test
c1cc[nH+]cc1,train
c1ccc2c(c1)CNC2,train
O=C(NCc1ccccc1CN1CCc2ccccc2C1)c1ccccc1,train
c1ccc(CNc2ncnc3oc(-c4ccccc4)cc23)cc1,train
O=C1Nc2cc(CN3CCCC3)ccc2Nc2nccc(Nc3ccccc3)c21,train
c1cncc(OCCCCN2CCC(c3noc4ccccc34)CC2)c1,train
O=c1cc(N2CCCCC2)[nH]c(=O)n1Cc1ccccc1,train
c1ccc(CCNCCc2c[nH]c3ccccc23)cc1,train
c1cc2nc(N3CCCCC3)cc(Nc3cc[nH]n3)n2n1,test
O=C(NCCc1ccccc1)c1nc(NCc2ccccn2)nc2ccsc12,train
